Event	ID	Name			Wwise Object Path	Notes
	602563	Quest_accepted			\Default Work Unit\Quest\Quest_accepted	
	578142713	Play_Pickup_Fuel			\Default Work Unit\SFX\Play_Pickup_Fuel	
	851505750	Play_quest_direction			\Default Work Unit\Quest\Play_quest_direction	
	957019032	Play_Horn_D			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_D	
	957019033	Play_Horn_E			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_E	
	957019034	Play_Horn_F			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_F	
	957019035	Play_Horn_G			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_G	
	957019037	Play_Horn_A			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_A	
	957019038	Play_Horn_B			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_B	
	957019039	Play_Horn_C			\Default Work Unit\Quest\Keyboard\Horn\Play_Horn_C	
	1009189048	ui_error			\Default Work Unit\UI\ui_error	
	1103577285	Play_MotorStop			\Default Work Unit\Player\Play_MotorStop	
	1219048826	ui_start			\Default Work Unit\UI\ui_start	
	1258201081	stop_Sailing			\Default Work Unit\Player\stop_Sailing	
	1530826435	Play_Sailing			\Default Work Unit\Player\Play_Sailing	
	1538229119	Play_MotorStart			\Default Work Unit\Player\Play_MotorStart	
	1855672063	Play_MotorLoop			\Default Work Unit\Player\Play_MotorLoop	
	2249769530	ui_click			\Default Work Unit\UI\ui_click	
	2686750104	Play_Ocarina_D			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_D	
	2686750105	Play_Ocarina_E			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_E	
	2686750106	Play_Ocarina_F			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_F	
	2686750107	Play_Ocarina_G			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_G	
	2686750109	Play_Ocarina_A			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_A	
	2686750110	Play_Ocarina_B			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_B	
	2686750111	Play_Ocarina_C			\Default Work Unit\Quest\Keyboard\Ocarina\Play_Ocarina_C	
	2692550093	Play_Pickup_Quest			\Default Work Unit\SFX\Play_Pickup_Quest	
	3774920574	Play_Music_World			\Default Work Unit\Music\Play_Music_World	

Switch Group	ID	Name			Wwise Object Path	Notes
	1021618141	MusicState			\Default Work Unit\MusicState	

Switch	ID	Name	Switch Group			Notes
	2402435976	Island_01	MusicState			
	2582085496	Exploration	MusicState			

State Group	ID	Name			Wwise Object Path	Notes
	3546073390	BoatMode			\Default Work Unit\BoatMode	
	4091656514	GameState			\Default Work Unit\GameState	

State	ID	Name	State Group			Notes
	748895195	None	BoatMode			
	1921590194	Sailing	BoatMode			
	2524403114	MotorActive	BoatMode			
	104887399	Racing	GameState			
	319258907	Paused	GameState			
	748895195	None	GameState			
	1214987797	Questlog	GameState			
	1921590194	Sailing	GameState			
	2742168187	Docked	GameState			
	3930136735	Dialogue	GameState			

Effect plug-ins	ID	Name	Type				Notes
	621479489	Quest_accepted	.cache\05\{05C78E2A-1E4F-B1BF-18A2-EF4E8751DFA5}.wem		\Containers\Quest\Quest_accepted		341656
	697144522	Horn_F	.cache\8E\{8E1AF10D-F3A1-963B-17F0-768A5138379F}.wem		\Containers\Quest\Keyboard\Horn_F		148088
	699649268	vocals_male_01	.cache\38\{389F0545-6572-4C21-B119-2EAFF9F8F8D5}.wem		\Containers\NPC\Male\Voice_01\Voice_Zelda\vocals_male_01		114080
	736938058	Okarina_B	.cache\78\{78A74EE5-6A2C-CA83-DD4C-E0188B4C6996}.wem		\Containers\Quest\Keyboard\Okarina_B		195452
	741850182	Horn_A	.cache\9A\{9AEE6EE8-B49D-4535-522D-5659A071B005}.wem		\Containers\Quest\Keyboard\Horn_A		149064
	742202318	vocals_male_07	.cache\B6\{B6E723C2-C458-608B-68EA-B0A09629A752}.wem		\Containers\NPC\Male\Voice_02\vocals_male_07		185920
	747045309	Okarina_D	.cache\2D\{2D090BD9-914B-03D8-1B74-B8BC52D956C3}.wem		\Containers\Quest\Keyboard\Okarina_D		165240
	796823544	vocals_male_08	.cache\63\{63C2667C-EC32-8E49-4246-26AF10F40DB6}.wem		\Containers\NPC\Male\Voice_02\vocals_male_08		197904
	797446116	Place_Home_Loop	.cache\56\{5632DBA5-3636-B660-C149-AC7B6C69AB96}.wem		\Containers\Music\Music\Place_Home_Loop\Place_Home_Loop		9805920
	798756617	vocals_male_09	.cache\51\{5101214E-6C7A-C2DE-C3E4-BD1FCD31FC90}.wem		\Containers\NPC\Male\Voice_01\Voice_Zelda\vocals_male_09		106484
	799521011	vocals_male_04	.cache\29\{294E1DDA-9BD5-236F-3D29-E1D60D907598}.wem		\Containers\NPC\Male\Voice_01\Voice_Exclamation\vocals_male_04		94912
	833575142	vocals_male_08	.cache\4E\{4E45D183-6C01-D43F-8C37-02A818FED245}.wem		\Containers\NPC\Male\Voice_01\Voice_Zelda\vocals_male_08		120372
	839279121	Okarina_E	.cache\37\{375F505B-9251-7D66-D611-EADF0754BDEC}.wem		\Containers\Quest\Keyboard\Okarina_E		193436
	887849136	Horn_B	.cache\76\{76507B72-D6AA-45B7-15D5-E14E49943931}.wem		\Containers\Quest\Keyboard\Horn_B		152028
	903220478	Okarina_A	.cache\40\{40E8B16E-87E9-F197-B91E-30B08C9CA0B6}.wem		\Containers\Quest\Keyboard\Okarina_A		193436
	928158733	vocals_male_06	.cache\A6\{A6C4C2C3-6D40-0BC2-3A0F-7B98F7C66E55}.wem		\Containers\NPC\Male\Voice_01\vocals_male_06		110328
	983538638	vocals_male_04	.cache\37\{3700BC3E-68A1-3108-BC47-C25EE3E7DDEF}.wem		\Containers\NPC\Male\Voice_02\vocals_male_04		227948
	1002586562	Okarina_F	.cache\95\{953C2BAC-33DC-33D3-CA42-37BE26AA0F5C}.wem		\Containers\Quest\Keyboard\Okarina_F		193440
	1052310578	motor_start_02	.cache\AA\{AAFB0298-1EA1-6A65-54DB-FCD5CC5BB274}.wem		\Containers\Player\Pull Chord\motor_start_02		41236
	1056869406	Epic Stock Media - Cooking Game - Water Dispenser Filling Glass	.cache\2E\{2E0D5FC8-95F9-1540-C28F-D6DD278C3C99}.wem		\Containers\SFX\Pickup Fuel\Epic Stock Media - Cooking Game - Water Dispenser Filling Glass		264584

